exp_number;crackX;crackY;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
4064;71.0099;9.93971;0.;0.357323;0.678568;0.965631;1.21292;1.41661;1.58671;1.71901;1.81349;1.87017;1.89016
4065;56.3034;7.00737;0.0000000000000000138778;0.357342;0.678415;0.973743;1.20759;1.41513;1.58525;1.71753;1.81201;1.86869;1.88868
4066;157.319;3.32797;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.7188;1.82939;1.88858;1.90842
4067;101.506;9.59962;0.;0.357335;0.678554;0.962046;1.20774;1.42628;1.58551;1.71735;1.81185;1.86854;1.88852
4068;56.5562;4.07919;-0.0000000000000000138778;0.357282;0.679446;0.996303;1.24931;1.45698;1.62708;1.75937;1.85385;1.91053;1.93051
4069;188.339;16.9407;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.8125;1.86342;1.88025
4070;137.416;3.7929;0.;0.357324;0.67859;0.96202;1.20771;1.41556;1.58647;1.73717;1.83416;1.89067;1.91061
4071;86.9077;6.45023;0.;0.357324;0.67859;0.962033;1.21318;1.42339;1.58836;1.72072;1.81522;1.87191;1.89189
4072;13.223;11.8282;0.;0.375945;0.706174;0.989646;1.23529;1.44319;1.61326;1.74555;1.84004;1.89671;1.9167
4073;104.68;14.8952;0.;0.357335;0.678554;0.96205;1.20769;1.444;1.6445;1.78179;1.87625;1.93293;1.95291
4074;71.9763;4.33678;0.0000000000000000138778;0.357276;0.6785;0.965225;1.24024;1.44682;1.61691;1.74921;1.84369;1.90038;1.92036
4075;44.59;10.7409;0.;0.357316;0.691743;0.969468;1.21618;1.42405;1.59413;1.72641;1.8209;1.87758;1.89756
4076;136.074;7.64804;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.5865;1.72815;1.81117;1.86771;1.88769
4077;105.968;3.66303;-0.0000000000000000138778;0.357271;0.678559;0.962018;1.2076;1.42776;1.62117;1.75288;1.8474;1.9041;1.92402
4078;156.322;16.1319;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71691;1.83182;1.91548;1.93555
4079;140.485;8.19685;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58584;1.72872;1.81144;1.8674;1.88739
4080;99.9697;3.92301;-0.0000000000000000138778;0.357271;0.678559;0.962011;1.20795;1.43765;1.61786;1.74969;1.8442;1.9009;1.92082
4081;158.786;11.4888;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71784;1.82319;1.8736;1.89388
4082;168.361;12.3398;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81661;1.87321;1.89547
4083;88.9769;17.2251;0.;0.357323;0.678571;0.962188;1.22108;1.59266;1.76808;1.90047;1.99494;2.05165;2.07162
4084;163.623;7.02861;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71803;1.82193;1.87088;1.88875
4085;142.68;9.42019;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.5857;1.72851;1.81244;1.86844;1.88842
4086;102.709;16.2294;0.;0.357323;0.678574;0.962051;1.2076;1.46171;1.69121;1.825;1.91947;1.97618;1.99616
4087;61.8123;10.6948;0.;0.357333;0.678621;0.975495;1.21425;1.42268;1.59274;1.72503;1.81951;1.87619;1.89617
4088;47.5789;16.6633;0.;0.357439;0.728041;1.15155;1.40593;1.61384;1.78392;1.91621;2.01069;2.06737;2.08735
4089;168.346;17.8427;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71805;1.80166;1.94324;1.96091
4090;137.98;17.0818;0.;0.357335;0.678553;0.962021;1.20769;1.41558;1.5846;1.75984;1.9081;1.96487;1.98485
4091;67.8272;12.5888;0.;0.357333;0.678546;0.977266;1.23092;1.44714;1.61715;1.74943;1.84393;1.90061;1.92059
4092;28.372;10.464;0.0000000000000000277556;0.365506;0.684601;0.968197;1.21384;1.42173;1.59181;1.72409;1.81858;1.87526;1.89524
4093;32.909;9.63593;0.;0.359085;0.684927;0.961271;1.20694;1.41484;1.58492;1.7172;1.81169;1.86836;1.88835
4094;110.255;11.5316;0.;0.357335;0.678554;0.962046;1.20771;1.42088;1.59399;1.72867;1.82314;1.87981;1.8998
4095;175.177;17.6687;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71797;1.81008;1.89615;1.93986
4096;175.377;2.32538;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.7179;1.81384;1.88633;1.90957
4097;93.732;4.2808;-0.0000000000000000138778;0.357271;0.678559;0.961969;1.20971;1.44312;1.61266;1.7449;1.83939;1.89609;1.91601
4098;149.868;15.5197;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.5857;1.72218;1.84121;1.91154;1.93147
4099;48.7255;3.09579;0.;0.357167;0.692955;1.03586;1.28628;1.4941;1.66418;1.79647;1.89095;1.94763;1.96761
4100;24.4964;17.6596;0.;0.468313;1.04056;1.31752;1.56329;1.77118;1.94126;2.07354;2.16803;2.2247;2.24469
4101;13.4308;11.1265;0.0000000000000000277556;0.370644;0.694276;0.977758;1.22341;1.4313;1.60138;1.73367;1.82815;1.88483;1.90481
4102;117.853;8.76889;0.;0.357324;0.678594;0.962021;1.20771;1.4159;1.59588;1.71604;1.81028;1.86697;1.88695
4103;162.306;12.2206;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58564;1.71782;1.8225;1.87526;1.89639
4104;134.323;10.6315;0.;0.357335;0.678553;0.962021;1.20769;1.4156;1.58689;1.72643;1.81551;1.87222;1.89219
4105;89.7365;3.04267;0.0000000000000000416334;0.357271;0.678528;0.961904;1.21727;1.47039;1.64463;1.77686;1.87136;1.92807;1.94799
4106;168.799;2.02191;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71784;1.8198;1.90045;1.92288
4107;147.653;8.88936;0.;0.357324;0.67859;0.962049;1.20772;1.41556;1.58565;1.72439;1.81477;1.8678;1.88783
4108;143.218;13.7316;0.;0.357324;0.67859;0.962049;1.20772;1.41558;1.58559;1.73187;1.83367;1.89285;1.91281
4109;27.9614;8.88399;0.;0.3619;0.679453;0.957758;1.20347;1.41135;1.58143;1.71372;1.8082;1.86488;1.88486
4110;94.0353;13.6838;0.;0.357335;0.678554;0.962042;1.21036;1.43894;1.6289;1.76124;1.85573;1.91241;1.93239
4111;170.392;10.4239;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81585;1.87337;1.88991
4112;137.194;10.8013;0.;0.357335;0.678553;0.962021;1.20769;1.41558;1.58599;1.72857;1.81601;1.87282;1.89279
4113;73.2384;8.75185;0.;0.357324;0.678581;0.963234;1.21437;1.41222;1.58231;1.71459;1.80909;1.86578;1.88576
4114;61.2337;2.43813;0.;0.35725;0.678861;1.0136;1.31429;1.5232;1.69323;1.82553;1.92001;1.9767;1.99668
4115;132.202;4.8661;0.;0.357324;0.67859;0.96202;1.20771;1.41556;1.58826;1.73401;1.82387;1.88058;1.90056
4116;187.059;4.45531;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.8124;1.87593;1.90185
4117;88.3649;17.9342;0.;0.357323;0.678576;0.962371;1.16874;1.70899;1.85789;1.99041;2.08487;2.14159;2.16156
4118;167.069;4.62314;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71792;1.8186;1.87829;1.89574
4119;67.9295;17.6054;0.;0.357325;0.678906;0.975194;1.47727;1.6762;1.84642;1.97871;2.07318;2.1299;2.14987
4120;64.7381;11.0199;0.;0.357335;0.67853;0.975379;1.21641;1.42574;1.59582;1.7281;1.82259;1.87926;1.89925
4121;43.4354;6.95072;0.;0.357248;0.686512;0.965051;1.20754;1.41549;1.58557;1.71786;1.81234;1.86902;1.889
4122;106.403;5.07584;0.;0.357324;0.678594;0.96202;1.20769;1.4231;1.60219;1.73129;1.82584;1.88253;1.90251
4123;97.4739;15.7565;0.;0.357323;0.678574;0.96204;1.20754;1.45987;1.68009;1.81265;1.90712;1.9638;1.98378
4124;160.403;10.1613;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.718;1.82355;1.86989;1.88986
4125;31.3339;3.48738;0.;0.364401;0.741959;1.03151;1.27712;1.48501;1.65509;1.78738;1.88186;1.93854;1.95852
4126;65.8146;13.099;0.;0.357328;0.678572;0.984177;1.24242;1.4574;1.62743;1.75972;1.8542;1.91088;1.93086
4127;56.9907;6.82686;0.;0.357338;0.678392;0.974338;1.20883;1.41625;1.58637;1.71865;1.81314;1.86981;1.8898
4128;38.4951;10.862;0.;0.357766;0.692732;0.971916;1.2179;1.42578;1.59586;1.72814;1.82263;1.8793;1.89929
4129;128.262;8.0067;0.;0.357324;0.67859;0.962021;1.20771;1.41556;1.59097;1.72123;1.81042;1.86715;1.88713
4130;45.0079;11.7307;0.;0.357312;0.696079;0.980021;1.22923;1.43707;1.60715;1.73944;1.83392;1.8906;1.91058
4131;71.9017;15.6324;0.;0.357334;0.678602;0.969885;1.27985;1.52867;1.69871;1.83099;1.92547;1.98218;2.00216
4132;49.1376;10.3099;0.;0.357315;0.685029;0.967271;1.21181;1.41969;1.58977;1.72205;1.81654;1.87322;1.8932
4133;50.2855;14.3788;0.;0.357285;0.69567;1.01686;1.28953;1.49736;1.66743;1.79972;1.89421;1.95088;1.97087
4134;156.59;3.73858;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58563;1.71895;1.82814;1.88465;1.90451
4135;80.3439;6.88301;0.;0.357324;0.678575;0.961987;1.21849;1.41708;1.58589;1.71821;1.81271;1.86939;1.88938
4136;98.0721;7.33274;0.;0.357324;0.678594;0.962054;1.20786;1.42645;1.5847;1.71648;1.81098;1.86766;1.88764
4137;14.293;16.4174;-0.0000000000000000277556;0.482484;0.897851;1.18141;1.42706;1.63496;1.80503;1.93732;2.03181;2.08848;2.10847
4138;155.51;10.7302;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71855;1.82155;1.87147;1.8915
4139;77.641;14.0436;0.;0.357335;0.678566;0.962761;1.23796;1.47341;1.64403;1.77631;1.8708;1.92748;1.94746
4140;37.6269;13.6678;0.;0.358671;0.713527;1.02724;1.27358;1.48145;1.65153;1.78381;1.8783;1.93497;1.95496
4141;136.865;6.38047;0.;0.357324;0.67859;0.962021;1.20771;1.41556;1.58635;1.72952;1.81451;1.87095;1.89093
4142;161.207;13.2417;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71774;1.82297;1.88095;1.90209
4143;50.1616;17.4791;0.;0.357565;0.671636;1.23102;1.48481;1.6929;1.86298;1.99527;2.08975;2.14643;2.16641
4144;60.4476;14.046;0.;0.357326;0.678778;0.996887;1.27255;1.48223;1.6523;1.78458;1.87906;1.93574;1.95573
4145;54.904;6.91218;0.0000000000000000138778;0.35735;0.67857;0.973881;1.208;1.41573;1.58582;1.7181;1.81259;1.86927;1.88925
4146;16.0022;3.2125;0.0000000000000000416334;0.422961;0.768532;1.05184;1.29749;1.50538;1.67546;1.80774;1.90223;1.95891;1.97889
4147;61.5434;15.9341;0.;0.357328;0.67844;1.02469;1.34258;1.55206;1.72214;1.85442;1.94891;2.00559;2.02557
4148;17.0974;9.49045;0.0000000000000000138778;0.367194;0.677099;0.96044;1.2061;1.41399;1.58407;1.71635;1.81084;1.86752;1.8875
4149;141.58;15.7446;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.5855;1.74119;1.86507;1.9229;1.94287
4150;11.0156;5.90087;0.;0.376188;0.690096;0.973638;1.2193;1.42718;1.59726;1.72955;1.82403;1.88071;1.9007
4151;129.738;8.11461;0.;0.357324;0.67859;0.962021;1.20771;1.41558;1.58975;1.72248;1.8104;1.86713;1.88711
4152;130.798;4.10839;0.;0.357271;0.678559;0.962026;1.20769;1.4155;1.58965;1.73957;1.83197;1.88869;1.90862
4153;84.3539;15.1737;0.;0.357335;0.678554;0.962006;1.2461;1.49642;1.67172;1.80397;1.89847;1.95515;1.97513
4154;123.539;2.97163;0.;0.357271;0.678559;0.962026;1.20768;1.41557;1.60417;1.76037;1.85503;1.91173;1.93165
4155;66.6162;16.1363;0.;0.357324;0.678606;1.00965;1.34073;1.55753;1.72759;1.85988;1.95436;2.01104;2.03102
4156;180.521;8.6101;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81268;1.88063;1.89101
4157;51.8031;16.3578;0.;0.35739;0.6851;1.08133;1.37915;1.58705;1.75713;1.88941;1.9839;2.04057;2.06056
4158;183.132;14.484;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71795;1.81229;1.87439;1.89132
4159;183.56;3.21963;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71792;1.81248;1.87649;1.89938
4160;97.353;5.26225;0.;0.357324;0.678594;0.962014;1.20806;1.43252;1.59854;1.73046;1.82497;1.88165;1.90164
4161;96.8325;4.77367;0.;0.357324;0.678594;0.962046;1.20829;1.43581;1.60453;1.73657;1.83106;1.88777;1.90769
4162;101.674;15.4615;0.;0.357323;0.678574;0.962032;1.20762;1.45301;1.66532;1.79924;1.89372;1.95039;1.97038
4163;67.8154;3.4546;0.;0.357275;0.678431;0.974621;1.26212;1.47123;1.6413;1.77357;1.86808;1.92476;1.94474
4164;29.0998;12.0076;0.0000000000000000138778;0.370476;0.698484;0.990707;1.2363;1.44418;1.61426;1.74655;1.84103;1.89771;1.91769
4165;138.674;8.56814;0.;0.357324;0.67859;0.96202;1.20771;1.41558;1.58598;1.72869;1.81103;1.86739;1.88738
4166;130.928;12.5531;0.;0.357335;0.678554;0.962046;1.20769;1.41557;1.5896;1.72825;1.82862;1.88529;1.90525
4167;121.301;5.64468;0.;0.357324;0.67859;0.962021;1.20771;1.41568;1.59719;1.72583;1.81906;1.87577;1.89575
4168;56.2107;6.56003;0.;0.357329;0.678433;0.97549;1.21065;1.4182;1.58831;1.7206;1.81508;1.87176;1.89175
4169;61.7741;2.52398;0.0000000000000000138778;0.35725;0.678726;1.00851;1.30815;1.51703;1.68708;1.81938;1.91386;1.97055;1.99053
4170;100.78;2.5143;0.;0.357271;0.678559;0.961999;1.20804;1.4533;1.65848;1.79113;1.88561;1.94232;1.96224
4171;135.492;6.695;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58669;1.72881;1.81327;1.86985;1.88983
4172;43.9621;11.1018;0.;0.357315;0.693742;0.973114;1.22046;1.42831;1.59839;1.73068;1.82516;1.88184;1.90182
4173;150.759;6.04997;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58563;1.7215;1.82134;1.87161;1.89162
4174;104.76;12.7465;0.;0.357335;0.678554;0.962046;1.20769;1.43176;1.60654;1.74274;1.83719;1.89387;1.91385
4175;179.663;5.5498;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71792;1.81292;1.8794;1.89361
4176;12.8169;11.0495;-0.0000000000000000208167;0.369741;0.693056;0.976507;1.22216;1.43005;1.60013;1.73241;1.8269;1.88358;1.90356
4177;159.463;3.32483;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58564;1.71835;1.82716;1.88772;1.90748
4178;135.898;8.87076;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58647;1.72745;1.81092;1.86754;1.88752
4179;155.278;2.68222;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58563;1.71974;1.83668;1.89887;1.91878
4180;74.6345;4.67755;0.;0.357324;0.678564;0.963164;1.23379;1.43999;1.60998;1.74229;1.83677;1.89345;1.91344
4181;106.563;3.19111;0.0000000000000000138778;0.357271;0.678559;0.962017;1.20758;1.42903;1.63082;1.7638;1.85829;1.91499;1.93491
4182;56.2819;2.40383;0.;0.357202;0.682109;1.04025;1.32167;1.5294;1.69949;1.83178;1.92626;1.98294;2.00292
4183;124.197;17.3012;0.;0.357324;0.67857;0.962039;1.20771;1.41563;1.63336;1.84734;1.94132;1.99804;2.01802
4184;120.273;16.3365;0.;0.357323;0.678574;0.962046;1.20771;1.41525;1.62644;1.80892;1.90392;1.96059;1.98057
4185;71.485;7.80044;0.;0.357325;0.678603;0.963665;1.21414;1.41233;1.58245;1.71475;1.80924;1.86592;1.8859
4186;70.6011;5.65724;0.;0.357325;0.678589;0.964585;1.22501;1.42628;1.59642;1.7287;1.8232;1.87989;1.89987
4187;155.281;5.7437;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58563;1.71931;1.82373;1.87258;1.89246
4188;162.155;5.49874;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.7181;1.82225;1.87405;1.89276
4189;48.015;10.7775;0.;0.357322;0.687916;0.969476;1.21638;1.42424;1.59432;1.72661;1.82109;1.87777;1.89775
4190;60.8852;7.00304;0.0000000000000000138778;0.357333;0.67845;0.972263;1.20886;1.41514;1.58528;1.71757;1.81205;1.86873;1.88871
4191;129.741;17.795;0.;0.357324;0.67857;0.962039;1.20771;1.41574;1.5694;1.87973;1.96713;2.02395;2.04393
4192;29.3964;2.07464;0.;0.385297;0.833843;1.13728;1.3826;1.59049;1.76057;1.89286;1.98734;2.04402;2.064
4193;64.6482;7.24893;0.;0.357336;0.678539;0.969026;1.20979;1.41392;1.58407;1.71637;1.81085;1.86754;1.88752
4194;130.624;13.6174;0.;0.357335;0.678554;0.962046;1.20772;1.41557;1.59062;1.7343;1.84005;1.89665;1.91663
4195;132.567;8.58437;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58785;1.72477;1.81052;1.86723;1.88721
4196;133.164;3.81399;0.;0.357324;0.67859;0.96202;1.20771;1.41554;1.58825;1.74098;1.83515;1.89186;1.91178
4197;78.9969;13.796;0.;0.357335;0.678569;0.962423;1.23573;1.46653;1.63761;1.76987;1.86437;1.92105;1.94103
4198;120.141;6.85585;0.;0.357324;0.67859;0.96202;1.20771;1.41572;1.59654;1.71917;1.81269;1.8694;1.88938
4199;125.976;15.499;0.;0.357335;0.678554;0.962046;1.20772;1.41559;1.60816;1.77416;1.87468;1.93134;1.95132
4200;118.941;7.30238;0.;0.357324;0.67859;0.962021;1.20771;1.4158;1.5966;1.71747;1.81134;1.86803;1.88801
4201;155.098;15.0965;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58568;1.71714;1.8271;1.90154;1.92157
4202;69.7707;6.76543;0.;0.357324;0.678572;0.964552;1.21663;1.41651;1.58666;1.71894;1.81344;1.87013;1.89011
4203;189.409;4.18531;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81239;1.8748;1.9048
4204;132.709;16.5829;0.;0.357335;0.678553;0.962021;1.20769;1.41561;1.58408;1.77039;1.89732;1.95403;1.974
4205;180.988;9.22327;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81259;1.88062;1.89069
4206;34.7632;14.9464;0.;0.360811;0.737145;1.07474;1.32047;1.52836;1.69844;1.83072;1.92521;1.98189;2.00187
4207;57.7635;15.5202;0.;0.357334;0.678933;1.01995;1.32772;1.53606;1.70612;1.83841;1.9329;1.98957;2.00956
4208;123.228;11.4064;0.;0.357335;0.678554;0.962046;1.20771;1.41554;1.59796;1.72507;1.82071;1.87738;1.89736
4209;79.9136;11.99;0.;0.357335;0.67857;0.962257;1.22517;1.43458;1.6056;1.73786;1.83236;1.88904;1.90902
4210;74.8603;4.44334;-0.0000000000000000277556;0.357271;0.678547;0.963257;1.23616;1.44418;1.61415;1.74646;1.84094;1.89762;1.91761
4211;127.477;14.0095;0.;0.357335;0.678554;0.962046;1.20772;1.41557;1.5981;1.74371;1.84659;1.90323;1.9232
4212;118.72;4.74941;0.;0.357324;0.67859;0.962021;1.2077;1.41594;1.60191;1.73336;1.82739;1.88409;1.90407
4213;71.91;2.84978;0.0000000000000000138778;0.357276;0.678432;0.969667;1.27392;1.49247;1.66244;1.79471;1.88922;1.94592;1.96584
4214;160.882;10.9949;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71789;1.82348;1.87166;1.89199
4215;41.562;12.5378;0.;0.357514;0.703309;0.996456;1.24442;1.45228;1.62236;1.75464;1.84913;1.90581;1.92579
4216;131.935;13.5717;0.;0.357335;0.678554;0.962046;1.20772;1.41557;1.58854;1.73292;1.83893;1.89558;1.91555
4217;119.424;7.87589;0.;0.357324;0.67859;0.96202;1.20771;1.41577;1.59632;1.71648;1.81032;1.86703;1.88701
4218;38.9181;9.99172;0.;0.357456;0.690045;0.963765;1.20941;1.41729;1.58737;1.71966;1.81414;1.87082;1.8908
4219;152.316;2.58158;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58559;1.72188;1.84224;1.90293;1.92284
4220;172.597;7.73401;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71791;1.81531;1.8768;1.88875
4221;83.706;16.0573;0.;0.357323;0.678577;0.961996;1.26035;1.53286;1.70585;1.83813;1.93259;1.9893;2.00928
4222;125.312;3.93625;-0.0000000000000000277556;0.357271;0.678559;0.962026;1.20769;1.41552;1.59634;1.74266;1.83598;1.8927;1.91262
4223;105.485;11.6276;0.;0.357335;0.678554;0.962049;1.20769;1.42752;1.59542;1.73009;1.82456;1.88124;1.90122
4224;99.7857;17.2631;0.;0.357323;0.678574;0.962073;1.20701;1.49157;1.75315;1.88535;1.97983;2.03655;2.05652
4225;54.9364;12.7338;0.;0.357311;0.681438;0.983839;1.24493;1.453;1.62307;1.75536;1.84984;1.90652;1.92651
4226;121.743;9.44139;0.;0.357324;0.678594;0.962021;1.20771;1.41562;1.5965;1.71761;1.81155;1.86824;1.88823
4227;31.058;9.74959;-0.0000000000000000416334;0.360607;0.683318;0.961853;1.20753;1.41542;1.5855;1.71779;1.81227;1.86895;1.88893
4228;178.704;6.56668;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71792;1.81309;1.88001;1.89168
4229;129.146;8.16938;0.;0.357324;0.67859;0.962021;1.20771;1.41558;1.59026;1.72185;1.81037;1.86709;1.88708
4230;154.514;14.699;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58569;1.71736;1.82587;1.89734;1.91735
4231;42.4749;10.5188;0.;0.357353;0.692072;0.967825;1.21396;1.42184;1.59192;1.7242;1.81869;1.87537;1.89535
4232;177.128;11.4663;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81229;1.87824;1.89077
4233;182.175;4.55785;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81261;1.87801;1.89686
4234;160.516;17.957;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71751;1.8527;1.96765;1.98738
4235;175.246;15.3813;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71796;1.811;1.87645;1.90816
4236;24.9714;12.5109;0.;0.381964;0.712576;1.00199;1.24759;1.45548;1.62555;1.75784;1.85232;1.909;1.92899
4237;183.406;8.49653;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71794;1.81251;1.87977;1.89342
4238;20.9196;10.6356;0.;0.371669;0.686237;0.970217;1.21587;1.42376;1.59383;1.72612;1.82061;1.87728;1.89727
4239;147.998;11.766;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.72439;1.81788;1.87656;1.8965
4240;66.4835;6.5156;0.;0.357335;0.678574;0.967584;1.2156;1.41828;1.58844;1.72074;1.81522;1.87191;1.89189
4241;129.737;5.14249;0.;0.357324;0.67859;0.96202;1.20771;1.41555;1.58982;1.73205;1.82189;1.87863;1.89861
4242;16.7619;11.3937;0.;0.374239;0.698193;0.98197;1.22761;1.43551;1.60558;1.73787;1.83236;1.88903;1.90902
4243;178.319;4.43039;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81307;1.87917;1.89549
4244;88.1591;13.7722;0.;0.357335;0.678553;0.962023;1.22463;1.45083;1.63321;1.76546;1.85994;1.91662;1.9366
4245;111.753;4.42156;0.;0.357324;0.67859;0.962019;1.20767;1.41871;1.60877;1.73832;1.83283;1.88954;1.90946
4246;164.908;16.2562;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.82405;1.90584;1.9282
4247;101.767;14.7502;0.;0.357335;0.678554;0.962049;1.20768;1.446;1.64572;1.78009;1.87457;1.93124;1.95123
4248;55.8925;2.62571;0.;0.357197;0.682002;1.03268;1.30691;1.51464;1.68473;1.81702;1.9115;1.96818;1.98816
4249;189.598;17.2543;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.8125;1.86066;1.86554
4250;72.6654;15.2509;0.;0.357334;0.67858;0.967985;1.26475;1.51301;1.68306;1.81534;1.90984;1.96652;1.98651
4251;86.4482;11.0509;0.;0.357335;0.678556;0.962033;1.21851;1.42286;1.59447;1.72674;1.82124;1.87792;1.8979
4252;189.267;11.5239;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81244;1.87238;1.89998
4253;165.185;11.5066;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.7179;1.82081;1.87216;1.89315
4254;28.4266;14.9224;0.;0.391673;0.771522;1.07764;1.32321;1.5311;1.70118;1.83347;1.92795;1.98463;2.00461
4255;82.1162;8.3224;0.;0.357324;0.678571;0.962033;1.21706;1.41367;1.5822;1.71452;1.80902;1.86571;1.88569
4256;33.0679;13.5008;0.;0.364637;0.713276;1.02471;1.2704;1.47829;1.64837;1.78065;1.87514;1.93182;1.9518
4257;23.6646;11.8062;0.;0.377794;0.701129;0.987733;1.23336;1.44124;1.61132;1.74361;1.83809;1.89477;1.91475
4258;44.8562;2.50467;0.;0.35706;0.715577;1.07343;1.32279;1.53059;1.70067;1.83296;1.92744;1.98412;2.00411
4259;12.1572;8.97116;0.;0.362013;0.674701;0.958187;1.20384;1.41173;1.58181;1.7141;1.80858;1.86526;1.88524
4260;97.5058;9.77671;0.;0.357335;0.678553;0.962031;1.20803;1.42595;1.5858;1.71806;1.81254;1.86923;1.88921
4261;184.351;5.9743;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.8125;1.87839;1.89811
4262;51.8665;15.7551;0.;0.357357;0.68775;1.05043;1.34458;1.55248;1.72255;1.85484;1.94932;2.006;2.02598
4263;145.208;13.7169;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58563;1.7298;1.83112;1.8919;1.91181
4264;107.3;16.2621;0.;0.357323;0.678574;0.962048;1.20777;1.44384;1.68099;1.82134;1.91581;1.97252;1.9925
4265;154.299;10.248;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71907;1.8206;1.87021;1.89019
4266;12.2693;7.09836;0.;0.36738;0.677702;0.961204;1.20686;1.41475;1.58483;1.71712;1.8116;1.86828;1.88826
4267;120.222;3.42999;0.0000000000000000138778;0.357271;0.678559;0.962026;1.20767;1.41587;1.60751;1.75217;1.84644;1.90314;1.92306
4268;170.823;11.3815;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81477;1.8734;1.89204
4269;106.99;16.9782;0.;0.357323;0.678574;0.962041;1.20782;1.44843;1.72048;1.85529;1.9498;2.00651;2.02648
4270;97.4661;15.051;0.;0.357323;0.678574;0.962052;1.208;1.45039;1.65813;1.79079;1.88526;1.94194;1.96193
4271;133.774;9.36834;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58721;1.72572;1.81152;1.86824;1.88821
4272;113.859;11.7443;0.;0.357335;0.678554;0.962046;1.20768;1.41737;1.59624;1.72997;1.8245;1.88118;1.90116
4273;171.003;7.22906;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81639;1.87575;1.88879
