exp_number;crackX;crackY;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
0;54.2316;9.56525;0.00000000000000000693889;0.178669;0.339838;0.484819;0.603339;0.707279;0.792318;0.858462;0.905704;0.934043;0.944035
1;125.947;13.1096;0.;0.178667;0.339277;0.481023;0.603845;0.707771;0.799335;0.868086;0.917819;0.946136;0.956128
2;55.5801;10.4106;0.;0.178665;0.339822;0.486196;0.606208;0.710181;0.795219;0.861363;0.908605;0.936944;0.946936
3;21.0162;12.6686;0.;0.192806;0.360446;0.503292;0.626105;0.730048;0.815087;0.881231;0.928472;0.956812;0.966803
4;136.74;8.34734;0.;0.178662;0.339295;0.48101;0.603855;0.707786;0.793153;0.863998;0.905384;0.933644;0.943636
5;45.2895;12.8341;0.;0.178662;0.351345;0.498852;0.624928;0.728835;0.813874;0.880018;0.92726;0.955599;0.96559
6;185.726;2.83227;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906211;0.937453;0.949962
7;168.137;4.02673;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858952;0.908886;0.940393;0.949299
8;88.8781;12.0335;0.;0.178667;0.339278;0.481012;0.608613;0.714466;0.802346;0.868462;0.915711;0.944051;0.954042
9;152.629;9.45654;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.79283;0.86009;0.909609;0.934315;0.944296
10;73.1963;7.20507;0.;0.178662;0.339296;0.48139;0.60868;0.707148;0.792178;0.858318;0.905568;0.933912;0.943903
11;178.661;6.75363;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858961;0.906545;0.940046;0.945712
12;136.318;12.9302;0.;0.178667;0.339277;0.481011;0.603844;0.707789;0.792931;0.865316;0.915231;0.943675;0.953659
13;144.484;15.8176;0.;0.178662;0.339295;0.481024;0.603861;0.707797;0.792819;0.868718;0.930974;0.960791;0.97077
14;75.645;6.63549;0.;0.178662;0.339288;0.481103;0.610156;0.708777;0.793708;0.859864;0.907105;0.935449;0.945439
15;151.588;2.78607;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792801;0.861111;0.920081;0.949652;0.959623
16;106.249;5.67917;0.;0.178662;0.339297;0.481026;0.603844;0.711245;0.798509;0.862751;0.910032;0.938375;0.948366
17;125.24;8.94006;0.;0.178662;0.339295;0.48101;0.603857;0.707793;0.797035;0.859157;0.905316;0.933678;0.94367
18;14.0368;7.0162;0.;0.184645;0.33917;0.480867;0.603697;0.707644;0.792682;0.858826;0.906068;0.934407;0.944399
19;15.6493;13.9591;0.;0.200893;0.381861;0.523762;0.646583;0.75053;0.835568;0.901712;0.948954;0.977293;0.987285
20;103.418;6.52619;0.;0.178662;0.339297;0.48101;0.603855;0.712286;0.795035;0.859926;0.907196;0.93554;0.94553
21;183.121;14.1692;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858966;0.906133;0.937435;0.945258
22;123.548;11.3537;0.;0.178667;0.339277;0.481023;0.603857;0.70777;0.798877;0.86234;0.910159;0.938494;0.948486
23;189.238;10.6432;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858964;0.906224;0.93711;0.952128
24;27.2227;17.6967;-0.00000000000000000693889;0.191556;0.52594;0.660328;0.783255;0.887201;0.97224;1.03838;1.08562;1.11396;1.12396
25;176.194;16.9703;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858981;0.905526;0.940568;0.961842
26;63.7611;6.42231;0.;0.178668;0.339262;0.485266;0.607195;0.709556;0.794618;0.860756;0.908007;0.93635;0.946341
27;67.5889;11.602;0.;0.178667;0.339281;0.486961;0.610171;0.716145;0.801168;0.867311;0.914553;0.942893;0.952884
28;25.2915;4.74178;0.;0.184752;0.356717;0.497111;0.619971;0.723914;0.808953;0.875097;0.922338;0.950678;0.960669
29;18.9839;14.6348;0.;0.205846;0.393729;0.536048;0.658863;0.762809;0.847848;0.913991;0.961233;0.989573;0.999564
30;128.904;12.4302;0.;0.178667;0.339277;0.481023;0.603861;0.707784;0.796356;0.864186;0.913994;0.942311;0.952302
31;46.6053;15.6323;0.;0.178676;0.363772;0.542746;0.671538;0.77546;0.860498;0.926642;0.973884;1.00222;1.01221
32;119.952;13.9931;0.;0.178667;0.339277;0.481023;0.603858;0.707772;0.80311;0.877157;0.924927;0.953263;0.963251
33;51.5085;2.86114;0.;0.178586;0.343935;0.51939;0.648081;0.751956;0.836995;0.903138;0.95038;0.97872;0.988711
34;149.006;12.104;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792821;0.86148;0.909368;0.93914;0.949109
35;24.5436;14.5074;0.;0.202559;0.386059;0.531524;0.654322;0.758269;0.843307;0.909451;0.956693;0.985032;0.995024
36;23.3084;2.24111;0.;0.208406;0.416186;0.559685;0.682468;0.786412;0.871451;0.937594;0.984836;1.01318;1.02317
37;62.5066;10.6516;0.;0.178668;0.339301;0.487741;0.606901;0.711127;0.796157;0.8623;0.909542;0.937881;0.947873
38;81.7516;10.4829;0.;0.178667;0.339276;0.481033;0.610184;0.709871;0.795046;0.861184;0.908434;0.936773;0.946764
39;60.071;2.09364;-0.0000000000000000138778;0.178611;0.339753;0.517572;0.673876;0.77824;0.863258;0.929402;0.976644;1.00498;1.01497
40;147.407;17.7979;0.;0.178662;0.339295;0.481024;0.603861;0.707786;0.792898;0.856287;0.966274;0.992607;1.00262
41;61.7343;2.73226;0.00000000000000000693889;0.178629;0.339342;0.501829;0.648045;0.752327;0.837355;0.903506;0.950747;0.97909;0.989081
42;29.949;12.5186;-0.0000000000000000208167;0.185153;0.352036;0.500398;0.623203;0.727149;0.812187;0.878331;0.925573;0.953912;0.963904
43;85.529;5.80872;0.;0.178662;0.339297;0.481011;0.607633;0.713639;0.796816;0.86299;0.91024;0.938583;0.948574
44;182.512;7.61657;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858968;0.906292;0.940016;0.946973
45;128.856;17.8105;0.;0.178662;0.339285;0.48102;0.603853;0.707867;0.785239;0.942394;0.985321;1.01373;1.02371
46;135.878;10.2916;0.;0.178667;0.339277;0.481011;0.603843;0.707777;0.793184;0.86376;0.907039;0.935405;0.945392
47;130.652;14.4341;0.;0.178667;0.339277;0.481023;0.603861;0.707803;0.795481;0.870756;0.925634;0.953939;0.96393
48;163.102;4.4895;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792832;0.859021;0.910892;0.939211;0.948579
49;42.9534;12.1974;0.;0.178693;0.350211;0.494455;0.618755;0.722673;0.80772;0.873864;0.921106;0.949445;0.959437
50;67.9612;4.14469;-0.0000000000000000138778;0.178638;0.339242;0.485414;0.62278;0.726039;0.811086;0.877237;0.924478;0.952821;0.962812
51;121.497;7.55492;0.;0.178662;0.339295;0.48101;0.603854;0.707827;0.797908;0.858828;0.905416;0.933768;0.94376
52;148.329;13.365;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.792829;0.862187;0.912189;0.943718;0.953686
53;115.376;16.1621;0.;0.178662;0.339287;0.481024;0.603864;0.707544;0.815152;0.904344;0.951615;0.979969;0.989956
54;100.246;3.97078;0.;0.178662;0.339297;0.481006;0.603969;0.718398;0.808464;0.874352;0.921608;0.94996;0.959921
55;38.4387;15.6085;0.;0.178783;0.373359;0.551381;0.674546;0.778482;0.863521;0.929664;0.976906;1.00525;1.01524
56;62.842;11.4577;0.;0.178668;0.339306;0.489062;0.610725;0.715496;0.800533;0.866676;0.913917;0.942257;0.952248
57;76.3031;9.71105;0.;0.178662;0.339287;0.481271;0.608621;0.707706;0.792723;0.858872;0.906113;0.934456;0.944447
58;173.202;13.0819;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858974;0.906024;0.937339;0.94838
59;16.1017;13.3451;0.0000000000000000208167;0.196143;0.371611;0.513518;0.636342;0.740286;0.825325;0.891468;0.93871;0.967049;0.977041
60;164.418;13.0272;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858945;0.910539;0.938678;0.949894
61;66.0914;11.8578;0.;0.178664;0.339283;0.488523;0.611955;0.717962;0.802987;0.86913;0.916372;0.944711;0.954703
62;19.7761;14.1774;0.;0.201927;0.383887;0.526533;0.649344;0.753291;0.83833;0.904473;0.951715;0.980054;0.990046
63;122.446;5.64383;0.;0.178662;0.339295;0.48101;0.603854;0.707813;0.798106;0.863067;0.909471;0.937833;0.947824
64;112.376;15.3892;0.;0.178662;0.339287;0.481023;0.603862;0.709334;0.813342;0.894292;0.941526;0.969864;0.979855
65;84.4018;2.65093;-0.00000000000000000693889;0.178635;0.339275;0.480941;0.617692;0.746048;0.831955;0.898076;0.945327;0.973679;0.98364
66;148.424;16.5162;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.792853;0.863383;0.933755;0.966279;0.97625
67;141.597;14.8907;0.;0.178662;0.339295;0.481024;0.603861;0.707787;0.792748;0.86818;0.924991;0.954082;0.964062
68;28.9392;3.91159;0.;0.183263;0.366322;0.50834;0.631171;0.735118;0.820156;0.8863;0.933542;0.961881;0.971873
69;84.587;8.704;0.;0.178662;0.339285;0.481019;0.60799;0.707412;0.791254;0.857412;0.904662;0.933006;0.942997
70;22.9982;14.1734;0.;0.201131;0.381322;0.52544;0.648245;0.752188;0.837227;0.903371;0.950613;0.978952;0.988944
71;88.7171;4.32639;0.;0.178662;0.339295;0.480991;0.607133;0.722595;0.806509;0.87268;0.919921;0.948273;0.958234
72;167.155;6.75731;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858963;0.909613;0.936646;0.944673
73;147.283;12.1329;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.792815;0.862731;0.909591;0.939387;0.949352
74;17.8754;17.3752;0.;0.255466;0.498805;0.64052;0.763359;0.867302;0.952341;1.01848;1.06573;1.09407;1.10406
75;62.4398;12.1199;0.;0.17867;0.339323;0.490753;0.615158;0.720216;0.80525;0.871393;0.918635;0.946974;0.956966
76;57.9082;4.28943;-0.00000000000000000693889;0.178647;0.339474;0.495435;0.621998;0.725755;0.810798;0.876942;0.924184;0.952523;0.962515
77;110.246;4.6707;0.;0.178662;0.339295;0.481009;0.603831;0.709822;0.803335;0.867667;0.91494;0.943292;0.953253
78;107.178;6.28991;0.;0.178662;0.339297;0.48101;0.603848;0.710593;0.796841;0.860545;0.907822;0.936165;0.946156
79;168.425;16.9396;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858992;0.907343;0.954834;0.96749
80;16.8675;13.1554;0.;0.195009;0.368674;0.51067;0.633488;0.737435;0.822474;0.888617;0.935859;0.964198;0.97419
81;139.996;4.34828;0.;0.178662;0.339295;0.481024;0.603861;0.707782;0.79298;0.866064;0.913756;0.94184;0.951812
82;112.659;6.44577;0.;0.178662;0.339297;0.48101;0.603842;0.708658;0.798327;0.860045;0.907302;0.935648;0.945639
83;65.7706;11.0135;0.;0.178667;0.339278;0.487157;0.608046;0.712803;0.797838;0.863981;0.911223;0.939562;0.949554
84;22.5817;15.1985;0.;0.210434;0.404038;0.547632;0.670445;0.774389;0.859427;0.925571;0.972813;1.00115;1.01114
85;143.78;6.63052;0.;0.178662;0.339295;0.481024;0.603861;0.707785;0.792857;0.863475;0.907729;0.934953;0.944961
86;14.2877;6.4188;0.;0.186592;0.341765;0.483447;0.606277;0.710223;0.795262;0.861405;0.908647;0.936987;0.946978
87;75.025;17.1372;0.;0.178662;0.339325;0.479052;0.659348;0.806402;0.891509;0.957652;1.00489;1.03325;1.04323
88;164.625;10.5829;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858955;0.910848;0.935362;0.94531
89;80.9486;2.82746;0.00000000000000000693889;0.178635;0.339267;0.481156;0.622471;0.743857;0.82903;0.895171;0.942412;0.970764;0.980725
90;67.5263;6.64717;0.;0.178669;0.339293;0.48324;0.607756;0.708651;0.793733;0.859884;0.907124;0.935468;0.945459
91;60.6549;13.2393;0.;0.178666;0.339399;0.494628;0.626123;0.730999;0.816032;0.882175;0.929417;0.957756;0.967748
92;63.8791;15.6596;0.;0.178665;0.339282;0.508062;0.662739;0.768551;0.853584;0.919727;0.966969;0.995309;1.0053
93;186.851;5.71178;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906206;0.938467;0.950946
94;141.907;13.242;0.;0.178662;0.339295;0.481024;0.603861;0.707788;0.792779;0.865815;0.915104;0.944261;0.954239
95;99.4787;5.37443;0.;0.178662;0.339297;0.481009;0.603917;0.715145;0.79876;0.864523;0.911772;0.940115;0.950106
96;98.8801;15.6014;0.;0.178662;0.339287;0.481013;0.603779;0.728442;0.836583;0.903021;0.950257;0.978596;0.988588
97;160.17;15.0086;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792823;0.85881;0.912576;0.948106;0.958483
98;33.7406;17.8218;0.;0.169924;0.508265;0.667266;0.790289;0.894235;0.979273;1.04542;1.09266;1.121;1.13099
99;36.6534;17.8348;0.;0.175453;0.455665;0.665892;0.788787;0.892739;0.977778;1.04392;1.09116;1.1195;1.12949
100;187.069;9.90172;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906208;0.93837;0.948446
101;47.1161;12.01;0.;0.178654;0.347154;0.490868;0.61673;0.720641;0.80568;0.871823;0.919065;0.947405;0.957396
102;102.251;16.0641;0.;0.178662;0.339287;0.481013;0.603803;0.730237;0.842738;0.909588;0.956817;0.985174;0.995161
103;87.1474;4.90189;0.;0.178662;0.339297;0.481014;0.607457;0.718695;0.802072;0.868243;0.915494;0.943846;0.953806
104;150.517;10.1796;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792834;0.860821;0.90855;0.93506;0.945047
105;134.65;12.4865;0.;0.178667;0.339277;0.481011;0.603844;0.707793;0.793232;0.864507;0.913539;0.941923;0.951908
106;76.3432;3.22344;0.;0.178635;0.339244;0.481919;0.62597;0.737563;0.822538;0.888686;0.935927;0.964279;0.97424
107;132.633;7.83805;0.;0.178662;0.339295;0.48101;0.603855;0.707782;0.793897;0.862781;0.905357;0.933703;0.943693
108;83.521;11.5479;0.;0.178667;0.339276;0.48101;0.611355;0.713921;0.799866;0.865998;0.913248;0.941587;0.951579
109;161.365;14.0407;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792836;0.858868;0.91165;0.943149;0.953782
110;155.783;8.63347;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792823;0.859484;0.911093;0.933978;0.943937
111;48.9939;13.2869;0.;0.17865;0.348157;0.499129;0.629615;0.733506;0.818544;0.884688;0.93193;0.960269;0.970261
112;88.5494;10.1527;0.;0.178667;0.339277;0.481017;0.607048;0.709683;0.793858;0.859999;0.90725;0.935593;0.945584
113;164.439;3.02619;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792826;0.85897;0.911098;0.944365;0.954076
114;91.8594;4.27753;0.;0.178662;0.339295;0.480997;0.60551;0.722285;0.806543;0.872691;0.919944;0.948296;0.958256
115;64.9299;7.48555;0.;0.178668;0.339277;0.484392;0.604503;0.706496;0.791578;0.857727;0.904968;0.933311;0.943302
116;34.4677;6.12354;0.00000000000000000693889;0.178567;0.347843;0.484858;0.607632;0.711583;0.796621;0.862765;0.910007;0.938346;0.948338
117;154.563;10.4781;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792824;0.859423;0.9104;0.935407;0.9454
118;99.1918;17.5835;0.;0.178662;0.339287;0.481043;0.60329;0.752165;0.891289;0.957336;1.00458;1.03294;1.04292
119;28.5981;8.45734;-0.00000000000000000693889;0.180333;0.340156;0.478506;0.601369;0.705316;0.790355;0.856498;0.90374;0.932079;0.942071
120;129.019;17.1318;0.;0.178662;0.339285;0.48102;0.603853;0.707839;0.79649;0.911322;0.96212;0.990481;1.00047
121;130.742;2.22099;-0.00000000000000000693889;0.178635;0.33928;0.481013;0.603844;0.7077;0.797129;0.886354;0.937535;0.965831;0.97579
122;168.227;5.15533;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858954;0.908912;0.938487;0.946673
123;64.4582;5.97208;0.;0.178668;0.33927;0.485277;0.609428;0.711638;0.796704;0.862842;0.910092;0.938436;0.948426
124;99.8015;3.92727;-0.00000000000000000693889;0.178635;0.33928;0.481006;0.603987;0.718963;0.808932;0.874855;0.92211;0.950462;0.960423
125;187.885;16.2041;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858964;0.906234;0.932868;0.939442
126;32.2908;2.40859;0.;0.184327;0.393689;0.54732;0.669999;0.773942;0.858981;0.925125;0.972366;1.00071;1.0107
127;81.7258;5.30665;0.;0.178662;0.339287;0.481015;0.610602;0.7155;0.799755;0.865916;0.913166;0.94151;0.951501
128;14.07;10.2269;-0.00000000000000000693889;0.18329;0.341464;0.483204;0.606029;0.709976;0.795014;0.861158;0.9084;0.936739;0.946731
129;80.5781;12.0217;0.;0.178667;0.339276;0.481095;0.612587;0.717336;0.802955;0.869081;0.916331;0.94467;0.954662
130;129.016;3.7553;0.;0.178635;0.33928;0.481013;0.603844;0.70774;0.795959;0.871982;0.918713;0.947074;0.957036
131;24.691;3.37184;0.;0.191567;0.377328;0.519461;0.642285;0.746229;0.831268;0.897411;0.944653;0.972992;0.982984
132;135.647;8.86287;0.;0.178662;0.339295;0.48101;0.603855;0.707787;0.793271;0.863636;0.905452;0.933765;0.943754
133;174.256;6.02461;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858961;0.907229;0.939326;0.945477
134;54.4028;6.37541;0.00000000000000000693889;0.178668;0.339343;0.488255;0.606031;0.709917;0.79496;0.861103;0.908345;0.936684;0.946676
135;58.4419;12.402;0.;0.178635;0.339595;0.491391;0.618656;0.72298;0.80801;0.874154;0.921396;0.949735;0.959727
136;19.0438;10.9358;-0.0000000000000000208167;0.186483;0.345329;0.487286;0.610107;0.714053;0.799092;0.865235;0.912477;0.940817;0.950808
137;119.421;5.46771;0.;0.178662;0.339295;0.48101;0.603849;0.707902;0.799498;0.863384;0.910282;0.938635;0.948626
138;17.1032;4.46006;0.;0.195861;0.360123;0.501673;0.624511;0.728455;0.813494;0.879637;0.926879;0.955218;0.96521
139;162.599;7.38099;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792826;0.859039;0.911326;0.934973;0.94424
140;20.1782;17.5604;0.;0.261796;0.512731;0.653962;0.776813;0.880756;0.965795;1.03194;1.07918;1.10752;1.11751
141;146.686;3.93361;0.;0.178662;0.339295;0.481024;0.603861;0.707784;0.792807;0.8628;0.915407;0.942984;0.952982
142;123.009;10.5566;0.;0.178667;0.339277;0.481023;0.60386;0.707782;0.798553;0.860482;0.907841;0.936182;0.946173
143;47.9784;5.49408;0.;0.178665;0.34183;0.4911;0.611304;0.71529;0.800329;0.866472;0.913714;0.942054;0.952045
144;116.333;13.8727;0.;0.178667;0.339277;0.481023;0.603863;0.707983;0.802707;0.877395;0.924777;0.953112;0.963103
145;118.296;13.1346;0.;0.178667;0.339277;0.481023;0.60385;0.707843;0.801175;0.871629;0.919162;0.947492;0.957484
146;114.487;2.54416;-0.00000000000000000693889;0.178635;0.33928;0.481013;0.603807;0.709584;0.816939;0.889973;0.937151;0.965502;0.975463
147;11.0197;12.6378;0.0000000000000000242861;0.193307;0.361224;0.502924;0.625752;0.729696;0.814734;0.880878;0.92812;0.956459;0.966451
148;160.42;10.6657;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792834;0.858975;0.911791;0.935454;0.945538
149;94.5518;12.9632;0.;0.178667;0.339277;0.481014;0.604883;0.716722;0.808113;0.874316;0.921555;0.949895;0.959886
150;11.8379;13.1656;0.0000000000000000138778;0.19684;0.368562;0.51027;0.633097;0.737041;0.82208;0.888223;0.935465;0.963804;0.973796
151;23.8067;2.25064;0.;0.206426;0.415077;0.558861;0.681636;0.78558;0.870618;0.936762;0.984004;1.01234;1.02233
152;78.5731;17.2782;0.;0.178662;0.339312;0.48033;0.650709;0.809942;0.894962;0.961114;1.00835;1.0367;1.04669
153;38.3044;8.13317;0.;0.178551;0.344088;0.479019;0.601543;0.705497;0.790535;0.856679;0.903921;0.93226;0.942252
154;43.8268;2.91132;0.;0.178613;0.35613;0.525359;0.648904;0.752827;0.837866;0.90401;0.951252;0.979591;0.989583
155;69.837;12.9441;0.;0.178667;0.339275;0.486823;0.616076;0.726562;0.81157;0.877711;0.924961;0.9533;0.963292
156;144.956;2.57461;0.;0.178662;0.339295;0.481024;0.603861;0.707793;0.792793;0.866192;0.925396;0.954089;0.964042
157;68.1229;10.4984;0.;0.178667;0.339285;0.484937;0.60648;0.710327;0.79536;0.861502;0.908752;0.937091;0.947082
158;112.382;16.5846;0.;0.178662;0.339287;0.481023;0.603872;0.707545;0.828989;0.914275;0.961526;0.989882;0.999869
159;139.443;11.6027;0.;0.178662;0.339295;0.481024;0.603861;0.707788;0.792816;0.865013;0.909812;0.938381;0.948368
160;88.0179;3.46146;-0.00000000000000000693889;0.178635;0.339263;0.48095;0.609237;0.730808;0.816259;0.882401;0.929642;0.957994;0.967955
161;133.394;2.60222;0.;0.178662;0.339295;0.48101;0.603855;0.707751;0.794748;0.878331;0.929497;0.9578;0.967765
162;162.524;17.9949;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792834;0.858948;0.894195;0.983531;0.99303
163;119.918;10.063;0.;0.178667;0.339277;0.481023;0.603857;0.707851;0.798543;0.85955;0.906784;0.935122;0.945114
164;178.954;14.9331;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858976;0.905916;0.937621;0.950349
165;113.661;7.06331;0.;0.178662;0.339297;0.48101;0.603854;0.708429;0.797708;0.858762;0.905993;0.934337;0.944328
166;111.134;16.0574;0.;0.178662;0.339287;0.481023;0.60387;0.710372;0.824571;0.904884;0.952113;0.980468;0.990456
167;143.844;15.7843;0.;0.178662;0.339295;0.481024;0.603861;0.707797;0.792802;0.869118;0.93125;0.960753;0.970729
168;37.146;16.5308;0.;0.177845;0.387498;0.581238;0.704139;0.808081;0.89312;0.959263;1.00651;1.03484;1.04484
169;174.166;5.21907;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858955;0.907177;0.939437;0.946406
170;10.7368;11.984;0.;0.188863;0.353815;0.495521;0.618355;0.722299;0.807337;0.873481;0.920723;0.949062;0.959054
171;19.8311;12.4432;0.0000000000000000208167;0.19169;0.35845;0.500903;0.623716;0.727662;0.812701;0.878844;0.926086;0.954426;0.964417
172;20.9742;12.1408;0.0000000000000000138778;0.190453;0.354695;0.497355;0.620171;0.724115;0.809153;0.875297;0.922539;0.950878;0.96087
173;117.35;14.704;0.;0.178667;0.339277;0.481023;0.60385;0.707792;0.805381;0.884493;0.931922;0.960257;0.970248
174;11.7974;12.4794;0.0000000000000000208167;0.19177;0.359649;0.501363;0.62419;0.728133;0.813172;0.879316;0.926558;0.954897;0.964889
175;39.373;16.6873;0.;0.178244;0.38906;0.586304;0.709225;0.813172;0.898211;0.964354;1.0116;1.03994;1.04993
176;164.331;15.901;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858949;0.911914;0.95077;0.961923
177;139.974;8.69606;0.;0.178662;0.339295;0.481024;0.603861;0.707784;0.792928;0.864429;0.905647;0.933746;0.943742
178;157.599;16.7152;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792836;0.85851;0.917497;0.962678;0.972722
179;93.3063;4.20085;0.00000000000000000693889;0.178635;0.339263;0.480983;0.605027;0.722214;0.80708;0.873218;0.920461;0.948813;0.958774
180;113.193;2.65729;0.0000000000000000138778;0.178635;0.33928;0.481013;0.603798;0.710159;0.81709;0.88829;0.935483;0.963834;0.973795
181;178.634;15.1377;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858977;0.905893;0.93761;0.951221
182;127.277;2.12472;0.;0.178635;0.33928;0.481013;0.603844;0.707674;0.801461;0.89233;0.941829;0.970134;0.980094
183;114.334;2.42896;0.00000000000000000693889;0.178635;0.33928;0.481013;0.603802;0.709795;0.818754;0.892413;0.939594;0.96794;0.977901
184;18.1583;8.10966;-0.00000000000000000693889;0.183386;0.336962;0.478389;0.601224;0.70517;0.790209;0.856352;0.903594;0.931933;0.941925
185;135.317;13.549;0.;0.178667;0.339277;0.481011;0.603844;0.707792;0.792993;0.86603;0.918595;0.947005;0.956989
186;34.0634;14.3205;0.;0.181248;0.362883;0.525248;0.648073;0.752016;0.837055;0.903199;0.950441;0.97878;0.988771
187;47.9677;15.1982;0.;0.178661;0.356992;0.529007;0.660987;0.764895;0.849933;0.916077;0.963319;0.991658;1.00165
188;19.2665;14.0556;0.;0.200958;0.381993;0.524453;0.647265;0.751212;0.836251;0.902394;0.949636;0.977975;0.987967
189;151.224;7.35237;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792814;0.860673;0.909691;0.934185;0.944185
190;38.392;6.48551;0.;0.178494;0.345983;0.483234;0.605668;0.709622;0.79466;0.860804;0.908046;0.936385;0.946377
191;52.0314;8.39903;0.00000000000000000693889;0.178668;0.339927;0.483832;0.601704;0.705658;0.790698;0.856842;0.904083;0.932423;0.942414
192;113.087;4.42056;0.;0.178662;0.339295;0.48101;0.603843;0.708905;0.80409;0.869036;0.916285;0.944638;0.954599
193;56.2187;4.41667;0.;0.178633;0.33964;0.496188;0.620625;0.724441;0.809495;0.875638;0.92288;0.951219;0.961211
194;32.7194;8.43015;0.;0.178953;0.342273;0.478556;0.601391;0.70534;0.790378;0.856522;0.903764;0.932103;0.942095
195;68.8106;16.9833;0.;0.178662;0.339364;0.493195;0.695573;0.804685;0.889765;0.955907;1.00314;1.0315;1.04149
196;18.2106;6.68559;0.;0.185271;0.340809;0.482117;0.604962;0.708905;0.793944;0.860087;0.907329;0.935669;0.94566
197;177.48;3.0533;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858958;0.906571;0.940467;0.95081
198;174.868;12.0579;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858979;0.906133;0.938129;0.946365
199;69.3129;14.1556;0.;0.178667;0.339281;0.489833;0.62689;0.740473;0.825483;0.891625;0.938875;0.967214;0.977206
200;144.855;10.2021;0.;0.178662;0.339295;0.481024;0.603861;0.707785;0.792819;0.863686;0.907028;0.935148;0.945137
201;116.91;12.7456;0.;0.178667;0.339277;0.481023;0.603844;0.708011;0.80038;0.869606;0.917012;0.945347;0.955338
202;94.8633;8.24995;0.;0.178662;0.339297;0.481011;0.604207;0.712136;0.791345;0.857446;0.904699;0.933043;0.943034
203;137.439;14.0552;0.;0.178667;0.339277;0.481011;0.603844;0.707793;0.792751;0.86702;0.921051;0.949565;0.959549
204;75.3708;4.34754;0.0000000000000000138778;0.178635;0.339273;0.48157;0.618326;0.722974;0.807943;0.874094;0.921335;0.949679;0.959669
205;27.1134;8.59332;-0.0000000000000000138778;0.181101;0.339361;0.478574;0.601433;0.705377;0.790416;0.856559;0.903801;0.932141;0.942132
206;186.525;2.86723;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906205;0.937218;0.949898
207;107.391;3.48295;-0.0000000000000000208167;0.178635;0.33928;0.481009;0.60379;0.713005;0.811932;0.878106;0.925355;0.9537;0.963661
208;22.2509;5.12048;0.;0.186837;0.352627;0.493352;0.616205;0.720149;0.805187;0.871331;0.918573;0.946912;0.956904
209;26.9162;15.0422;0.;0.201533;0.393131;0.542342;0.665131;0.769077;0.854116;0.920259;0.967501;0.995841;1.00583
210;81.2412;5.17995;0.;0.178662;0.339287;0.481021;0.611191;0.716239;0.800612;0.866766;0.914016;0.94236;0.95235
211;105.656;6.23962;0.;0.178662;0.339297;0.481026;0.60385;0.711345;0.796489;0.860727;0.908006;0.93635;0.946341
