exp_number;crackX;crackY;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
4509;32.4839;2.97225;0.;0.182248;0.378498;0.527541;0.650292;0.754239;0.839277;0.905421;0.952663;0.981002;0.990994
4510;121.599;11.742;0.;0.178667;0.339277;0.481023;0.603855;0.707776;0.799492;0.863941;0.911701;0.940036;0.950027
4511;174.144;5.14127;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858955;0.907176;0.939513;0.946511
4512;36.1457;8.39961;0.;0.178651;0.34362;0.478755;0.601481;0.705428;0.790466;0.85661;0.903852;0.932191;0.942183
4513;107.581;7.71795;0.;0.178662;0.339297;0.48101;0.603849;0.710463;0.794355;0.857845;0.905132;0.933474;0.943465
4514;101.862;12.1129;0.;0.178667;0.339277;0.481024;0.60386;0.715718;0.800894;0.867807;0.915043;0.943383;0.953374
4515;170.75;10.115;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858969;0.907881;0.936924;0.944776
4516;115.335;6.76971;0.;0.178662;0.339295;0.48101;0.603856;0.708186;0.798424;0.859359;0.906539;0.934879;0.944871
4517;122.88;14.3121;0.;0.178667;0.339277;0.481023;0.603861;0.707766;0.803241;0.878147;0.926749;0.955077;0.965068
4518;151.115;14.9592;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792852;0.859878;0.915703;0.951368;0.96133
4519;12.1467;15.269;-0.00000000000000000693889;0.22333;0.410248;0.551951;0.674776;0.778722;0.863761;0.929905;0.977146;1.00549;1.01548
4520;147.924;7.78185;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792817;0.861965;0.907951;0.933905;0.943911
4521;100.661;14.0333;0.;0.178667;0.339277;0.481023;0.603873;0.72054;0.815659;0.882584;0.929819;0.958158;0.96815
4522;59.709;7.26735;0.00000000000000000693889;0.178668;0.339212;0.486297;0.603524;0.706924;0.791974;0.858118;0.905359;0.933699;0.94369
4523;115.651;11.2631;0.;0.178667;0.339277;0.481023;0.603847;0.708165;0.79823;0.862924;0.91023;0.938568;0.948559
4524;47.2548;14.536;0.;0.178655;0.355908;0.518219;0.648341;0.752241;0.83728;0.903423;0.950665;0.979004;0.988996
4525;10.2743;16.5122;0.0000000000000000173472;0.270113;0.449527;0.591283;0.714114;0.818057;0.903096;0.96924;1.01648;1.04482;1.05481
4526;188.013;8.70718;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858973;0.906212;0.938452;0.951461
4527;132.505;9.69626;0.;0.178662;0.339295;0.48101;0.603855;0.707788;0.793945;0.862205;0.906146;0.934492;0.944479
4528;34.6468;12.9561;0.;0.180305;0.352343;0.504587;0.627491;0.731431;0.81647;0.882613;0.929855;0.958194;0.968186
4529;114.189;8.06639;0.;0.178662;0.339297;0.48101;0.603856;0.708371;0.797092;0.85779;0.905016;0.933361;0.943352
4530;52.6967;6.24119;0.00000000000000000693889;0.178669;0.339608;0.488519;0.606631;0.71058;0.795621;0.861764;0.909006;0.937345;0.947337
4531;78.3642;2.98326;0.00000000000000000693889;0.178635;0.339258;0.481505;0.625388;0.741472;0.826487;0.892633;0.939875;0.968227;0.978187
4532;83.6774;9.8401;0.;0.178662;0.339285;0.481008;0.609004;0.708318;0.793036;0.85918;0.906431;0.934774;0.944765
4533;90.263;7.43084;0.;0.178662;0.339297;0.481025;0.605205;0.710931;0.791865;0.858039;0.905281;0.933624;0.943615
4534;63.1269;4.67948;0.;0.178667;0.339275;0.488661;0.617914;0.721014;0.806062;0.872212;0.919453;0.947796;0.957787
4535;90.9834;8.20543;0.;0.178662;0.339287;0.481025;0.60508;0.710413;0.79124;0.857399;0.90465;0.932993;0.942984
4536;182.324;10.3428;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858973;0.906217;0.939846;0.945083
4537;120.954;13.0159;0.;0.178667;0.339277;0.481023;0.603858;0.707769;0.801131;0.870093;0.91803;0.946361;0.956353
4538;15.654;10.5653;0.;0.184664;0.343366;0.485139;0.607964;0.71191;0.796949;0.863092;0.910334;0.938673;0.948665
4539;73.7901;8.13252;0.;0.178662;0.339292;0.481396;0.607727;0.706013;0.791033;0.857173;0.904423;0.932767;0.942758
4540;56.579;12.7369;0.;0.178663;0.340029;0.492161;0.622198;0.72634;0.811373;0.877517;0.924759;0.953098;0.96309
4541;32.3871;12.738;-0.00000000000000000693889;0.18252;0.351944;0.502679;0.625501;0.729445;0.814484;0.880628;0.92787;0.956209;0.966201
4542;84.2951;17.3525;0.;0.178662;0.339289;0.481079;0.642149;0.809303;0.893492;0.95966;1.0069;1.03525;1.04524
4543;167.131;5.56089;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858962;0.909368;0.937769;0.946019
4544;170.271;8.10646;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858957;0.908489;0.937274;0.944175
4545;92.7367;6.41648;0.;0.178662;0.339295;0.481015;0.604515;0.713815;0.794258;0.860405;0.907648;0.935991;0.945982
4546;134.925;5.83916;0.;0.178662;0.339295;0.48101;0.603855;0.707783;0.793442;0.865177;0.90846;0.936767;0.946754
4547;91.1405;15.4908;0.;0.178662;0.339285;0.481022;0.608379;0.738019;0.838446;0.90456;0.95181;0.980149;0.990141
4548;21.0877;10.4579;0.00000000000000000693889;0.185621;0.342343;0.484258;0.607086;0.711029;0.796068;0.862212;0.909453;0.937793;0.947784
4549;104.62;16.5321;0.;0.178662;0.339287;0.481025;0.603858;0.731131;0.850723;0.917899;0.96513;0.993486;1.00347
4550;45.5902;5.12538;0.;0.178645;0.344038;0.49326;0.61442;0.718396;0.803435;0.869578;0.91682;0.945159;0.955151
4551;150.178;12.4062;0.;0.178662;0.339295;0.481024;0.603861;0.707785;0.792824;0.860729;0.909743;0.939943;0.949905
4552;86.1941;5.5675;0.;0.178662;0.339295;0.48101;0.607437;0.714914;0.798006;0.864179;0.91143;0.939773;0.949764
4553;61.4887;4.85144;0.;0.178659;0.339269;0.489632;0.616333;0.719613;0.804658;0.870808;0.918049;0.946392;0.956383
4554;146.012;16.5487;0.;0.178662;0.339295;0.481024;0.603861;0.707787;0.792848;0.868559;0.938219;0.968138;0.978115
4555;54.9409;12.3793;0.;0.178653;0.340603;0.490527;0.619106;0.723133;0.808168;0.874312;0.921554;0.949893;0.959885
4556;141.429;5.33563;0.;0.178662;0.339295;0.481024;0.603861;0.707783;0.792904;0.864521;0.910108;0.937896;0.947897
4557;147.644;15.4315;0.;0.178662;0.339295;0.481024;0.603861;0.707786;0.79283;0.864212;0.923498;0.956006;0.965962
4558;84.9632;7.87947;0.;0.178662;0.339287;0.481014;0.607489;0.707959;0.791304;0.857471;0.904721;0.933065;0.943056
4559;145.415;13.183;0.;0.178662;0.339295;0.481024;0.603861;0.707786;0.792811;0.864354;0.913157;0.943433;0.953403
4560;96.6675;17.0279;0.;0.178662;0.339287;0.481043;0.602872;0.74515;0.87068;0.936866;0.984106;1.01246;1.02245
4561;156.978;2.69519;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792815;0.859515;0.917035;0.94876;0.958713
4562;27.9457;14.0885;0.;0.193722;0.371981;0.522689;0.645462;0.749408;0.834447;0.90059;0.947832;0.976171;0.986163
4563;111.719;16.7437;0.;0.178662;0.339287;0.481023;0.603878;0.7077;0.835552;0.918213;0.965453;0.993809;1.0038
4564;180.309;12.0685;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858973;0.906094;0.939104;0.945081
4565;112.538;13.5595;0.;0.178667;0.339277;0.481023;0.603842;0.70953;0.802343;0.875871;0.923119;0.951457;0.961448
4566;77.1313;16.775;0.;0.178662;0.339308;0.480315;0.643568;0.791342;0.87643;0.942577;0.989808;1.01817;1.02815
4567;160.163;7.05235;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792825;0.859134;0.91168;0.934846;0.944441
4568;93.2336;11.8148;0.;0.178667;0.339277;0.481017;0.605281;0.713747;0.80067;0.866831;0.914071;0.942411;0.952402
4569;184.368;12.4941;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858974;0.90618;0.938296;0.943692
4570;119.189;7.41387;0.;0.178662;0.339295;0.48101;0.603855;0.707888;0.79825;0.85863;0.905536;0.933888;0.943879
4571;90.1185;6.05966;0.;0.178662;0.339295;0.481014;0.605329;0.714024;0.795571;0.861745;0.908995;0.937338;0.947329
4572;140.268;5.07618;0.;0.178662;0.339295;0.481024;0.603861;0.707782;0.79295;0.865113;0.910858;0.93883;0.948825
4573;175.705;11.7983;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858976;0.906134;0.938533;0.945952
4574;156.749;12.4596;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858893;0.91118;0.939266;0.949358
4575;32.9725;8.31825;-0.00000000000000000693889;0.178822;0.34242;0.478521;0.60135;0.705299;0.790338;0.856481;0.903723;0.932062;0.942054
4576;54.4395;9.0174;-0.00000000000000000693889;0.17866;0.339628;0.484739;0.602259;0.706181;0.791222;0.857365;0.904607;0.932946;0.942938
4577;87.4055;9.85749;0.;0.178667;0.339277;0.481019;0.607441;0.709021;0.79307;0.859217;0.906468;0.934811;0.944802
4578;40.4215;16.4248;0.;0.178499;0.384116;0.57542;0.698507;0.802453;0.887492;0.953635;1.00088;1.02922;1.03921
4579;170.764;10.3231;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858969;0.907804;0.936878;0.944861
4580;86.1238;15.3797;0.;0.178662;0.339286;0.48102;0.621235;0.749435;0.838553;0.904674;0.951924;0.980264;0.990255
4581;100.238;15.7319;0.;0.178662;0.339287;0.481026;0.603758;0.72888;0.838031;0.90462;0.951863;0.980202;0.990193
4582;98.9863;6.66772;0.;0.178662;0.339297;0.48101;0.6039;0.713556;0.79383;0.859605;0.906855;0.935199;0.945189
4583;93.0984;8.06869;0.;0.178662;0.339297;0.481014;0.6045;0.711556;0.791335;0.857477;0.904719;0.933062;0.943053
4584;150.998;5.64939;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.79282;0.860662;0.911249;0.936603;0.946607
4585;43.2796;8.23114;0.;0.178635;0.343268;0.479971;0.601574;0.705537;0.790576;0.85672;0.903962;0.932301;0.942293
4586;159.399;10.1713;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.859031;0.911728;0.934956;0.944951
4587;72.5048;9.18327;0.;0.178662;0.339297;0.481919;0.606817;0.706607;0.791648;0.857797;0.905038;0.933382;0.943373
4588;147.462;17.9085;0.;0.178662;0.339295;0.481024;0.603861;0.707786;0.792906;0.85049;0.971906;0.997315;1.00734
4589;170.919;7.56955;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792829;0.858965;0.908233;0.93773;0.944259
4590;38.4505;7.72767;0.;0.178525;0.344309;0.479459;0.601931;0.705883;0.790922;0.857065;0.904307;0.932647;0.942638
4591;184.861;9.11539;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906225;0.939295;0.94727
4592;147.5;4.8007;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792817;0.862037;0.912364;0.939193;0.949205
4593;52.8734;4.08095;0.;0.178647;0.340803;0.501255;0.62502;0.728944;0.813993;0.880136;0.927378;0.955717;0.965709
4594;23.209;14.6979;0.;0.205177;0.391563;0.535746;0.658555;0.762499;0.847538;0.913681;0.960923;0.989263;0.999254
4595;18.7646;14.4807;0.;0.204582;0.390716;0.533011;0.655824;0.759771;0.844809;0.910953;0.958195;0.986534;0.996526
4596;179.937;11.2415;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858975;0.906161;0.939686;0.944816
4597;181.862;2.08035;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858966;0.90626;0.939898;0.953517
4598;162.601;14.3079;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792831;0.858902;0.911492;0.94359;0.954525
4599;13.0592;3.85765;0.;0.206576;0.370581;0.512279;0.635106;0.739052;0.824091;0.890235;0.937476;0.965816;0.975807
4600;85.9541;15.4968;0.;0.178662;0.339288;0.481024;0.622138;0.751849;0.840659;0.906783;0.954033;0.982372;0.992364
4601;108.991;10.5976;0.;0.178667;0.339277;0.481023;0.603851;0.710826;0.795243;0.861027;0.908258;0.936597;0.946588
4602;72.0812;7.70096;0.;0.178662;0.339303;0.481659;0.607456;0.706288;0.791342;0.857493;0.904734;0.933077;0.943068
4603;11.0087;13.5823;-0.0000000000000000104083;0.201703;0.374218;0.515932;0.638758;0.742704;0.827743;0.893886;0.941128;0.969468;0.979459
4604;182.682;7.80566;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858968;0.906284;0.939999;0.946948
4605;10.2196;8.98814;-0.0000000000000000277556;0.179719;0.337394;0.479141;0.601967;0.705914;0.790952;0.857096;0.904338;0.932677;0.942669
4606;125.026;16.2873;0.;0.178662;0.339285;0.48102;0.603853;0.707772;0.808359;0.899733;0.9484;0.976735;0.986722
4607;139.652;12.7926;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.792772;0.865603;0.913876;0.942602;0.952586
4608;174.694;11.6688;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858974;0.906274;0.938221;0.945885
4609;68.085;15.6565;0.;0.178667;0.339303;0.497163;0.654291;0.766553;0.851575;0.917717;0.964954;0.993311;1.0033
4610;33.8044;17.8437;0.;0.169862;0.513979;0.669979;0.79301;0.896955;0.981994;1.04814;1.09538;1.12372;1.13371
4611;102.844;12.7717;0.;0.178667;0.339277;0.481026;0.603854;0.716745;0.804388;0.871779;0.919011;0.947351;0.957342
4612;106.839;4.18167;0.0000000000000000138778;0.178635;0.33928;0.481012;0.603811;0.712237;0.806277;0.871541;0.918808;0.94716;0.957121
4613;54.9879;3.70881;0.;0.178619;0.340351;0.503;0.630189;0.734079;0.819119;0.885263;0.932505;0.960844;0.970836
4614;88.5056;4.41174;0.;0.178662;0.339297;0.48099;0.60716;0.721987;0.805772;0.871948;0.919189;0.947541;0.957502
4615;135.29;3.00066;0.;0.178662;0.339295;0.48101;0.603855;0.707767;0.793808;0.87349;0.924;0.952326;0.962285
4616;28.3446;14.3278;0.;0.193942;0.37506;0.52705;0.649832;0.753778;0.838817;0.90496;0.952202;0.980542;0.990533
4617;17.2427;14.6635;-0.00000000000000000693889;0.206631;0.395413;0.537419;0.660243;0.764187;0.849225;0.915369;0.962611;0.99095;1.00094
4618;126.566;4.7341;0.;0.178662;0.339295;0.48101;0.603854;0.707777;0.796574;0.867115;0.913027;0.94139;0.951382
4619;90.2862;17.9464;0.;0.178662;0.339287;0.481159;0.585175;0.85854;0.928416;0.9947;1.04193;1.07029;1.08028
4620;63.8632;8.73386;0.;0.178666;0.339281;0.485267;0.603093;0.705961;0.791016;0.857166;0.904407;0.93275;0.942741
4621;39.4622;6.03748;0.;0.178453;0.346466;0.48568;0.607955;0.711911;0.79695;0.863094;0.910335;0.938675;0.948666
4622;162.581;8.72881;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792826;0.859015;0.911573;0.934548;0.944043
4623;172.949;8.06467;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858958;0.907519;0.938489;0.944326
4624;84.6477;13.3917;0.;0.178667;0.33929;0.481021;0.615106;0.725834;0.813495;0.879612;0.926863;0.955202;0.965193
4625;103.957;2.18223;-0.00000000000000000693889;0.178635;0.33928;0.481004;0.603765;0.724117;0.83643;0.903719;0.950937;0.979289;0.98925
4626;54.6316;7.62003;0.00000000000000000693889;0.178664;0.339351;0.485735;0.602332;0.706214;0.791264;0.857408;0.90465;0.932989;0.942981
4627;157.456;5.29636;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792821;0.859348;0.912119;0.937216;0.947062
4628;177.155;8.97939;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.85897;0.906563;0.939933;0.944596
4629;97.0436;13.6148;0.;0.178667;0.339277;0.481024;0.604169;0.718997;0.813011;0.879375;0.926611;0.95495;0.964942
4630;73.0298;12.848;0.;0.178667;0.339284;0.483351;0.614047;0.725172;0.810217;0.87636;0.92361;0.951949;0.961941
4631;182.237;3.92364;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858968;0.906292;0.938751;0.948823
4633;175.225;7.45496;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858962;0.907011;0.939495;0.944749
4634;154.803;2.00532;0.;0.178662;0.339295;0.481024;0.603861;0.707796;0.79279;0.860457;0.925568;0.960157;0.970075
4635;138.576;10.497;0.;0.178667;0.339277;0.481011;0.603843;0.707781;0.792915;0.864534;0.907347;0.935743;0.945729
4636;95.9912;17.1778;0.;0.178662;0.339287;0.48105;0.60245;0.750257;0.876486;0.94268;0.989913;1.01827;1.02826
4637;143.235;17.4841;0.;0.178662;0.339295;0.481024;0.603861;0.70779;0.792819;0.87936;0.959153;0.987268;0.997258
4638;110.101;7.40525;0.;0.178662;0.339297;0.48101;0.603859;0.709421;0.7959;0.858207;0.90548;0.933824;0.943815
4639;88.5772;9.31034;0.;0.178662;0.339287;0.481008;0.606509;0.709002;0.791971;0.85812;0.905371;0.933714;0.943705
4640;73.2808;4.29687;0.00000000000000000693889;0.178635;0.33927;0.482149;0.619822;0.723674;0.808702;0.874842;0.922093;0.950445;0.960406
4641;157.261;6.24373;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792821;0.859373;0.911769;0.9355;0.945342
4642;10.4903;14.9548;0.;0.222424;0.400403;0.542114;0.664939;0.768886;0.853924;0.920068;0.96731;0.995649;1.00564
4643;156.643;6.59464;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.79282;0.859445;0.911611;0.935021;0.944896
4644;22.2957;4.46543;0.;0.1892;0.359764;0.500782;0.623628;0.727572;0.81261;0.878754;0.925996;0.954335;0.964327
4645;29.1878;5.32615;-0.0000000000000000138778;0.180549;0.351879;0.49081;0.613683;0.717627;0.802666;0.868809;0.916051;0.94439;0.954382
4646;38.3541;7.47135;0.;0.178508;0.344536;0.479912;0.602373;0.70633;0.791369;0.857512;0.904754;0.933093;0.943085
4647;161.54;7.00724;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792826;0.859071;0.911411;0.935059;0.944452
4648;96.5538;5.43297;0.;0.178662;0.339297;0.481009;0.604079;0.716086;0.798355;0.864371;0.911616;0.93996;0.949951
4649;186.7;14.7341;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858965;0.906224;0.935347;0.941086
4650;79.5188;12.9976;0.;0.178667;0.33927;0.481153;0.614976;0.725048;0.810648;0.876792;0.924034;0.952373;0.962365
4651;188.74;17.4026;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858965;0.906235;0.930864;0.941213
4652;186.471;6.68121;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858963;0.906215;0.938809;0.950555
4653;162.829;16.0776;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.79283;0.858909;0.913408;0.953262;0.963921
4654;110.543;3.40337;-0.0000000000000000138778;0.178635;0.33928;0.481013;0.603809;0.710782;0.811418;0.878362;0.925616;0.953961;0.963922
4655;136.381;5.03596;0.;0.178662;0.339295;0.48101;0.603855;0.707781;0.793269;0.866239;0.910996;0.939252;0.949245
4656;51.6744;12.4843;0.;0.178647;0.343075;0.491232;0.620543;0.724469;0.809507;0.875651;0.922893;0.951232;0.961223
4657;146.636;8.46743;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.862617;0.907107;0.933788;0.943788
4658;139.188;6.58965;0.;0.178662;0.339295;0.481024;0.603861;0.707782;0.792995;0.864588;0.907035;0.935069;0.945056
4659;170.937;2.31903;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858931;0.908284;0.945852;0.956716
4660;152.699;3.55821;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792813;0.860349;0.915877;0.943931;0.953906
4661;16.2334;12.5298;0.;0.191371;0.36048;0.502404;0.625224;0.72917;0.814209;0.880353;0.927595;0.955934;0.965925
4662;89.1064;16.7128;0.;0.178662;0.339287;0.481064;0.613262;0.774085;0.866318;0.932474;0.97971;1.00807;1.01805
4663;31.9772;17.316;0.;0.174061;0.456714;0.62484;0.747781;0.851724;0.936763;1.00291;1.05015;1.07849;1.08848
4664;130.415;8.8165;0.;0.178662;0.339295;0.48101;0.603854;0.707791;0.794694;0.861282;0.905319;0.933672;0.943664
4665;186.789;17.8216;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858965;0.906231;0.931406;0.95924
4666;120.982;15.9175;0.;0.178662;0.339287;0.481024;0.603855;0.707708;0.809971;0.897176;0.944902;0.973241;0.983228
4667;61.4869;17.971;0.;0.178681;0.339139;0.480745;0.78248;0.885067;0.970152;1.03629;1.08354;1.11188;1.12187
4668;170.595;17.9642;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.859013;0.899727;0.973736;0.981277
4669;136.673;15.8608;0.;0.178667;0.339277;0.481011;0.603843;0.707789;0.792537;0.87262;0.936566;0.964973;0.974961
4670;51.6578;13.8977;0.;0.178645;0.344581;0.500759;0.637134;0.741051;0.826089;0.892232;0.939474;0.967814;0.977805
4671;14.5541;15.7883;0.0000000000000000208167;0.225761;0.426185;0.567962;0.690787;0.794733;0.879772;0.945915;0.993157;1.0215;1.03149
4672;173.908;7.12016;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.85896;0.907325;0.93907;0.94467
4673;104.959;16.807;0.;0.178662;0.339287;0.481025;0.603873;0.732159;0.85757;0.924363;0.971608;0.999964;1.00995
4674;155.031;6.68025;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.859697;0.911322;0.934872;0.944813
4675;102.14;13.7218;0.;0.178667;0.339277;0.481023;0.603858;0.719279;0.811947;0.879313;0.926547;0.954886;0.964877
4676;179.745;3.24148;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858965;0.90638;0.939507;0.949835
4677;28.6771;16.9715;0.00000000000000000693889;0.196772;0.459836;0.607237;0.730112;0.83406;0.919098;0.985242;1.03248;1.06082;1.07081
4678;142.166;6.30869;0.;0.178662;0.339295;0.481024;0.603861;0.707784;0.792885;0.863951;0.907921;0.93551;0.945516
4679;45.9611;10.8595;0.;0.178657;0.345437;0.485123;0.608708;0.712637;0.797676;0.863819;0.911061;0.9394;0.949392
4680;73.4068;9.97154;0.;0.178662;0.339284;0.48192;0.607577;0.708387;0.793431;0.859581;0.906822;0.935166;0.945156
4681;123.378;9.3489;0.;0.178662;0.339297;0.48101;0.603855;0.707797;0.797872;0.858915;0.905682;0.934023;0.944014
4682;180.186;12.1701;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858973;0.906083;0.939159;0.945167
4683;97.8406;8.99065;0.;0.178662;0.339297;0.481015;0.603968;0.712804;0.791779;0.857813;0.905059;0.933403;0.943393
4684;134.227;2.13538;0.;0.178662;0.339295;0.48101;0.603849;0.707752;0.794871;0.88358;0.938187;0.966453;0.976417
4685;54.67;7.13334;0.0000000000000000138778;0.178662;0.339301;0.486475;0.603338;0.707219;0.792271;0.858413;0.905655;0.933995;0.943986
4686;10.6828;16.8429;0.0000000000000000242861;0.285588;0.466007;0.6078;0.730628;0.834572;0.919611;0.985754;1.033;1.06134;1.07133
4687;142.013;15.9623;0.;0.178662;0.339295;0.481024;0.603861;0.707788;0.792733;0.871313;0.934554;0.963495;0.973479
4688;183.335;13.5113;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858977;0.906158;0.937901;0.944324
4689;188.068;11.5464;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858964;0.906226;0.936955;0.946938
4690;78.8523;6.49701;0.;0.178662;0.339288;0.481002;0.610006;0.709504;0.794147;0.860306;0.907547;0.93589;0.945881
4691;34.188;11.0186;0.;0.179921;0.3452;0.487202;0.610058;0.714003;0.799042;0.865185;0.912427;0.940767;0.950758
4692;161.982;9.31623;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.859013;0.911685;0.934557;0.944264
4693;85.2536;9.55874;0.;0.178667;0.339277;0.481015;0.608318;0.708149;0.792396;0.858546;0.905796;0.93414;0.94413
4694;107.759;2.06019;0.;0.178635;0.33928;0.481009;0.6037;0.718325;0.837311;0.907104;0.954284;0.982629;0.99259
4695;89.7239;15.3093;0.;0.178662;0.339287;0.481022;0.611773;0.739423;0.835924;0.902038;0.949288;0.977627;0.987618
4696;159.659;13.2254;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792831;0.858826;0.911629;0.940905;0.951252
4697;148.39;8.66806;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792813;0.861835;0.907747;0.933852;0.943848
4698;83.6791;13.6483;0.;0.178667;0.339289;0.481022;0.616579;0.729087;0.81623;0.882351;0.929601;0.95794;0.967932
4699;106.755;17.5343;0.;0.178662;0.339287;0.481024;0.603964;0.721426;0.883238;0.94755;0.994826;1.02318;1.03317
4700;136.012;2.86902;0.;0.178662;0.339295;0.48101;0.603855;0.707766;0.793664;0.873695;0.92522;0.953528;0.963489
4701;135.394;9.75671;0.;0.178662;0.339295;0.48101;0.603855;0.707787;0.793259;0.863516;0.906233;0.934575;0.944563
4702;119.929;11.3902;0.;0.178667;0.339277;0.481023;0.603846;0.707814;0.799349;0.862966;0.910475;0.938809;0.948801
4703;65.527;13.3729;0.;0.178664;0.339284;0.493326;0.624113;0.731672;0.816684;0.882827;0.930068;0.958408;0.968399
4704;97.1485;16.943;0.;0.178662;0.339287;0.48104;0.60305;0.742502;0.867684;0.933862;0.981094;1.00945;1.01944
4705;29.1248;4.78549;0.;0.18127;0.356287;0.496209;0.619075;0.723022;0.808061;0.874204;0.921446;0.949785;0.959777
4706;175.076;15.9291;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792827;0.858984;0.905444;0.93889;0.956495
4707;172.984;13.0941;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792828;0.858983;0.906059;0.937293;0.948426
4708;147.888;11.4637;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.79283;0.862208;0.908535;0.937516;0.947494
4709;48.1063;6.41806;0.;0.17867;0.341108;0.486362;0.605832;0.709814;0.794854;0.860997;0.908239;0.936578;0.94657
4710;160.977;10.5817;0.;0.178662;0.339295;0.481024;0.603861;0.707795;0.792819;0.858972;0.911782;0.935341;0.945414
4711;137.446;7.99013;0.;0.178662;0.339295;0.48101;0.603855;0.707789;0.793099;0.864264;0.905489;0.933706;0.943698
4712;31.1955;11.6947;0.;0.182254;0.34675;0.492196;0.615005;0.71895;0.803989;0.870132;0.917374;0.945713;0.955705
4713;55.298;7.08747;0.0000000000000000138778;0.178673;0.33926;0.486655;0.603505;0.707352;0.792396;0.858539;0.905781;0.934121;0.944112
4714;90.6681;2.59924;0.00000000000000000693889;0.178635;0.339263;0.480916;0.608929;0.741613;0.831121;0.897211;0.944453;0.972805;0.982765
4715;54.4694;3.97301;0.;0.178646;0.340318;0.501035;0.62636;0.730259;0.815299;0.881443;0.928685;0.957024;0.967016
4716;129.579;3.33588;0.0000000000000000138778;0.178635;0.33928;0.481013;0.603844;0.707734;0.796043;0.874572;0.922093;0.950443;0.960402
4717;70.169;9.54159;0.;0.178662;0.339299;0.483004;0.605798;0.707262;0.792311;0.858462;0.905703;0.934047;0.944037
4718;136.813;10.3628;0.;0.178667;0.339277;0.481011;0.603844;0.707788;0.79304;0.864086;0.907148;0.935522;0.945509
4719;41.659;6.59939;0.;0.178578;0.344431;0.483334;0.605118;0.709082;0.794121;0.860264;0.907506;0.935845;0.945837
