exp_number;crackX;crackY;crackExtent;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
1506;106.456;5.01968;11.2517;0;0.178662115011157;0.33929702086059;0.4810093152767279;0.6038369986465133;0.7126016545077872;0.8025576019536815;0.8666453656226899;0.9139272411972522;0.9422706709386686;0.9522614764972152
1507;99.7979;16.241;12.6549;0;0.1786617460359526;0.3392870587154177;0.4810368974693782;0.6034109065189981;0.7384384591996558;0.8598348577768603;0.926750344067038;0.9739950582032186;1.002337713351317;1.01232536479354
1508;94.4274;11.8175;9.00428;0;0.178667386349418;0.3392771213577948;0.4810175518827403;0.6045100690436394;0.7132122630291716;0.7999969376476863;0.8661550902415548;0.913395173306539;0.9417346141744896;0.9517261539856346
1509;52.6294;14.9552;11.3719;0;0.1786613248250021;0.3456011567226542;0.5124197243662154;0.6599047225856974;0.7638427483245221;0.8488786591169667;0.915022169053648;0.9622640668026742;0.9906034737016104;1.000595013745518
1510;70.6194;12.1274;12.7928;0;0.1786679288711126;0.3392779188360132;0.4878773689265328;0.6135575953489945;0.7221643020498234;0.8072108117643046;0.8733450331007209;0.9205934247885022;0.9489382062526678;0.95892977388823
1511;141.341;5.87575;13.332;0;0.17866214492085;0.3392948079875377;0.4810095256951716;0.603843743782261;0.7077740864797457;0.7932043579891926;0.8676899389062129;0.9102191898526144;0.9369584604208224;0.9469796693017168
1512;94.558;4.44851;10.9507;0;0.1786352591880267;0.339279609364111;0.4809890161547386;0.6048469956756992;0.7214544151354869;0.805805290020015;0.8718861761054594;0.9191296415515562;0.9474729330310072;0.9574637474808398
1513;74.8825;2.05677;14.3463;0.000000000000000006938893903907228;0.1786356828801404;0.3391272717655472;0.489278643932507;0.6649477044094386;0.7951026029913415;0.8803282988961285;0.9464615546581048;0.9937030831186536;1.022054867348234;1.032015707332263
1514;57.4679;3.50289;13.2748;0.000000000000000006938893903907228;0.1786095300440324;0.3408323071724838;0.5077423464777328;0.6412100674705697;0.7449700071801879;0.8300187202067471;0.8961604550088812;0.9434065257385284;0.971749131733644;0.9817399502858594
1515;171.82;10.0907;15.7128;0;0.1786621469059022;0.3392947680362833;0.4810244816343675;0.603860704745156;0.7077952413382473;0.7928276108998075;0.8589641875981866;0.9122306108652;0.9434773844094738;0.9448258152418412
1516;55.68;6.89002;13.3151;0.000000000000000006938893903907228;0.1786685849255586;0.3400496250366148;0.490605043740647;0.6045728884225414;0.7079900344201737;0.7930462741309325;0.8591879292787754;0.9064339992968364;0.9347766053231516;0.9447674238750206
1517;168.233;16.657;9.0065;0;0.1786621469072;0.3392947680386217;0.481024481637117;0.6038607048134141;0.7077952372203352;0.7928278255306622;0.8590015103800562;0.906973631199857;0.9515448932962294;0.9634621526862936
